Sentence #,Word,POS,Chunk,Tag
1570,hour,NN,I-NP,O
1570,reading,VBG,B-VP,O
1570,out,RP,B-PRT,O
1570,the,DT,B-NP,O
1570,verdict,NN,I-NP,O
1570,and,CC,O,O
1570,explaining,VBG,B-VP,O
1570,the,DT,B-NP,O
1570,court,NN,I-NP,O
1570,'s,POS,B-NP,O
1570,decision,NN,I-NP,O
1570,.,.,O,O
1571,But,CC,O,O
1571,as,IN,B-SBAR,O
1571,Lauck,NN,B-NP,B-PER
1571,was,VBD,B-VP,O
1571,about,IN,B-ADJP,O
1571,to,TO,B-VP,O
1571,be,VB,I-VP,O
1571,led,VBN,I-VP,O
1571,away,RB,B-ADVP,O
1571,",",",",O,O
1571,he,PRP,B-NP,O
1571,turned,VBD,B-VP,O
1571,to,TO,B-PP,O
1571,reporters,NNS,B-NP,O
1571,and,CC,O,O
1571,blurted,VBD,B-VP,O
1571,out,RP,B-PRT,O
1571,a,DT,B-NP,O
1571,virtually,RB,I-NP,O
1571,incomprehensible,NN,I-NP,O
1571,quick-fire,NN,I-NP,O
1571,diatribe,NN,I-NP,O
1571,against,IN,B-PP,O
1571,the,DT,B-NP,O
1571,court,NN,I-NP,O
1571,.,.,O,O
1572,"""","""",O,O
1572,Neither,DT,B-NP,O
1572,the,DT,B-NP,O
1572,National,NNP,I-NP,B-MISC
1572,Socialists,NNPS,I-NP,I-MISC
1572,(,(,O,O
1572,Nazis,NNPS,B-NP,B-MISC
1572,),),O,O
1572,nor,CC,O,O
1572,the,DT,B-NP,O
1572,communists,NNS,I-NP,O
1572,dared,VBD,B-VP,O
1572,to,TO,I-VP,O
1572,kidnap,VB,I-VP,O
1572,an,DT,B-NP,O
1572,American,JJ,I-NP,B-MISC
1572,citizen,NN,I-NP,O
1572,",",",",O,O
1572,"""","""",O,O
1572,he,PRP,B-NP,O
1572,shouted,VBD,B-VP,O
1572,",",",",O,O
1572,in,IN,B-PP,O
1572,an,DT,B-NP,O
1572,oblique,JJ,I-NP,O
1572,reference,NN,I-NP,O
1572,to,TO,B-PP,O
1572,his,PRP$,B-NP,O
1572,extradition,NN,I-NP,O
1572,to,TO,B-PP,O
1572,Germany,NNP,B-NP,B-LOC
1572,from,IN,B-PP,O
1572,Denmark,NNP,B-NP,B-LOC
1572,.,.,I-NP,O
1572,"""","""",O,O
1573,That,DT,B-NP,O
1573,'s,VBZ,B-VP,O
1573,the,DT,B-NP,O
1573,truth,NN,I-NP,O
1573,.,.,O,O
1573,"""","""",O,O
1574,His,PRP$,B-NP,O
1574,attorney,NN,I-NP,O
1574,",",",",O,O
1574,Hans-Otto,NNP,B-NP,B-PER
1574,Sieg,NNP,I-NP,I-PER
1574,",",",",O,O
1574,told,VBD,B-VP,O
1574,reporters,NNS,B-NP,O
1574,outside,IN,B-PP,O
1574,the,DT,B-NP,O
1574,courtroom,NN,I-NP,O
1574,that,IN,B-SBAR,O
1574,the,DT,B-NP,O
1574,judges,NNS,I-NP,O
1574,had,VBD,B-VP,O
1574,not,RB,I-VP,O
1574,explained,VBD,I-VP,O
1574,how,WRB,B-ADVP,O
1574,a,DT,B-NP,O
1574,German,JJ,I-NP,B-MISC
1574,court,NN,I-NP,O
1574,could,MD,B-VP,O
1574,judge,VB,I-VP,O
1574,someone,NN,B-NP,O
1574,for,IN,B-PP,O
1574,actions,NNS,B-NP,O
1574,carried,VBD,B-VP,O
1574,out,RP,B-PRT,O
1574,in,IN,B-PP,O
1574,the,DT,B-NP,O
1574,United,NNP,I-NP,B-LOC
1574,States,NNP,I-NP,I-LOC
1574,.,.,O,O
1575,Bertram,NNP,B-NP,B-PER
1575,said,VBD,B-VP,O
1575,Lauck,NN,B-NP,B-PER
1575,was,VBD,B-VP,O
1575,obsessed,VBN,B-ADJP,O
1575,by,IN,B-PP,O
1575,Nazism,NNP,B-NP,B-MISC
1575,and,CC,O,O
1575,devoted,VBD,B-VP,O
1575,his,PRP$,B-NP,O
1575,life,NN,I-NP,O
1575,to,TO,B-PP,O
1575,leading,VBG,B-VP,O
1575,his,PRP$,B-NP,O
1575,National,NNP,I-NP,B-ORG
1575,Socialist,NNP,I-NP,I-ORG
1575,German,NNP,I-NP,I-ORG
1575,Workers,NNPS,I-NP,I-ORG
1575,',POS,B-NP,I-ORG
1575,Party,NNP,I-NP,I-ORG
1575,Foreign,NNP,I-NP,I-ORG
1575,Organisation,NNP,I-NP,I-ORG
1575,(,(,O,O
1575,NSDAP-AO,NNP,B-NP,B-ORG
1575,),),O,O
1575,",",",",O,O
1575,which,WDT,B-NP,O
1575,derives,VBZ,B-VP,O
1575,its,PRP$,B-NP,O
1575,name,NN,I-NP,O
1575,from,IN,B-PP,O
1575,the,DT,B-NP,O
1575,full,JJ,I-NP,O
1575,German,JJ,I-NP,B-MISC
1575,title,NN,I-NP,O
1575,of,IN,B-PP,O
1575,Hitler,NNP,B-NP,B-PER
1575,'s,POS,B-NP,O
1575,Nazi,NNP,I-NP,B-MISC
1575,party,NN,I-NP,O
1575,.,.,O,O
1576,During,IN,B-PP,O
1576,the,DT,B-NP,O
1576,three-month,JJ,I-NP,O
1576,trial,NN,I-NP,O
1576,",",",",O,O
1576,the,DT,B-NP,O
1576,court,NN,I-NP,O
1576,dealt,VBN,B-VP,O
1576,mainly,RB,B-ADVP,O
1576,with,IN,B-PP,O
1576,issues,NNS,B-NP,O
1576,of,IN,B-PP,O
1576,the,DT,B-NP,O
1576,NSDAP-AO,NNP,I-NP,B-ORG
1576,'s,POS,I-NP,O
1576,"""","""",O,O
1576,NS,NNP,B-NP,B-ORG
1576,Kampfruf,NNP,I-NP,I-ORG
1576,"""","""",O,O
1576,(,(,O,O
1576,"""","""",O,O
1576,National,NNP,B-NP,B-ORG
1576,Socialist,NNP,I-NP,I-ORG
1576,Battle,NNP,I-NP,I-ORG
1576,Cry,NNP,I-NP,I-ORG
1576,"""","""",O,O
1576,),),O,O
1576,magazine,NN,B-NP,O
1576,",",",",O,O
1576,filled,VBN,B-VP,O
1576,with,IN,B-PP,O
1576,references,NNS,B-NP,O
1576,to,TO,B-PP,O
1576,Aryan,JJ,B-NP,B-MISC
1576,supremacy,NN,I-NP,O
1576,and,CC,O,O
1576,defamatory,JJ,B-NP,O
1576,statements,NNS,I-NP,O
1576,about,IN,B-PP,O
1576,Jews,NNPS,B-NP,B-MISC
1576,.,.,O,O
1577,The,DT,B-NP,O
1577,court,NN,I-NP,O
1577,rejected,VBD,B-VP,O
1577,Sieg,NNP,B-NP,B-PER
1577,'s,POS,B-NP,O
1577,argument,NN,I-NP,O
1577,that,IN,B-SBAR,O
1577,Lauck,NNP,B-NP,B-PER
1577,'s,POS,B-NP,O
1577,extradition,NN,I-NP,O
1577,from,IN,B-PP,O
1577,Denmark,NNP,B-NP,B-LOC
1577,",",",",O,O
1577,where,WRB,B-ADVP,O
1577,he,PRP,B-NP,O
1577,was,VBD,B-VP,O
1577,arrested,VBN,I-VP,O
1577,in,IN,B-PP,O
1577,March,NNP,B-NP,O
1577,last,JJ,B-NP,O
1577,year,NN,I-NP,O
1577,at,IN,B-PP,O
1577,the,DT,B-NP,O
1577,request,NN,I-NP,O
1577,of,IN,B-PP,O
1577,German,JJ,B-NP,B-MISC
1577,authorities,NNS,I-NP,O
1577,",",",",O,O
1577,was,VBD,B-VP,O
1577,illegal,JJ,B-ADJP,O
1577,.,.,O,O
1578,Lauck,NN,B-NP,B-PER
1578,was,VBD,B-VP,O
1578,also,RB,I-VP,O
1578,convicted,VBN,I-VP,O
1578,of,IN,B-PP,O
1578,disseminating,VBG,B-VP,O
1578,the,DT,B-NP,O
1578,symbols,NNS,I-NP,O
1578,of,IN,B-PP,O
1578,anti-constitutional,JJ,B-NP,O
1578,organisations,NNS,I-NP,O
1578,.,.,O,O
1579,He,PRP,B-NP,O
1579,will,MD,B-VP,O
1579,probably,RB,I-VP,O
1579,be,VB,I-VP,O
1579,free,JJ,B-ADJP,O
1579,in,IN,B-PP,O
1579,around,IN,B-NP,O
1579,two,CD,I-NP,O
1579,and,CC,I-NP,O
1579,a,DT,I-NP,O
1579,half,NN,I-NP,O
1579,years,NNS,I-NP,O
1579,.,.,O,O
1580,The,DT,B-NP,O
1580,court,NN,I-NP,O
1580,ruled,VBD,B-VP,O
1580,that,IN,B-SBAR,O
1580,the,DT,B-NP,O
1580,15,CD,I-NP,O
1580,months,NNS,I-NP,O
1580,he,PRP,B-NP,O
1580,has,VBZ,B-VP,O
1580,spent,VBN,I-VP,O
1580,in,IN,B-PP,O
1580,custody,NN,B-NP,O
1580,since,IN,B-PP,O
1580,his,PRP$,B-NP,O
1580,arrest,NN,I-NP,O
1580,should,MD,B-VP,O
1580,be,VB,I-VP,O
1580,subtracted,VBN,I-VP,O
1580,from,IN,B-PP,O
1580,his,PRP$,B-NP,O
1580,prison,NN,I-NP,O
1580,term,NN,I-NP,O
1580,.,.,O,O
1582,UN,NNP,B-INTJ,B-ORG
1582,official,NN,B-NP,O
1582,says,VBZ,B-VP,O
1582,Iraqi,JJ,B-NP,B-MISC
1582,deal,NN,I-NP,O
1582,will,MD,B-VP,O
1582,occur,VB,I-VP,O
1582,"""","""",O,O
1582,soon,RB,B-ADVP,O
1582,"""","""",O,O
1582,.,.,O,O
1583,UNITED,NNP,B-NP,B-ORG
1583,NATIONS,NNS,I-NP,I-ORG
1583,1996-08-22,CD,I-NP,O
1584,A,DT,B-NP,O
1584,senior,JJ,I-NP,O
1584,U.N.,NNP,I-NP,B-ORG
1584,official,NN,I-NP,O
1584,said,VBD,B-VP,O
1584,on,IN,B-PP,O
1584,Thursday,NNP,B-NP,O
1584,he,PRP,B-NP,O
1584,expected,VBD,B-VP,O
1584,arrangements,NNS,B-NP,O
1584,to,TO,B-VP,O
1584,implement,VB,I-VP,O
1584,the,DT,B-NP,O
1584,Iraqi,JJ,I-NP,B-MISC
1584,oil-for-food,NN,I-NP,O
1584,deal,NN,I-NP,O
1584,could,MD,B-VP,O
1584,be,VB,I-VP,O
1584,completed,VBN,I-VP,O
1584,"""","""",O,O
1584,quite,RB,B-ADJP,O
1584,soon,RB,B-ADVP,O
1584,.,.,O,O
1584,"""","""",O,O
1585,"""","""",O,O
1585,I,PRP,B-NP,O
1585,am,VBP,B-VP,O
1585,reluctant,JJ,B-ADJP,O
1585,to,TO,B-VP,O
1585,speculate,VB,I-VP,O
1585,but,CC,O,O
1585,we,PRP,B-NP,O
1585,are,VBP,B-VP,O
1585,doing,VBG,I-VP,O
1585,the,DT,B-NP,O
1585,preparations,NNS,I-NP,O
1585,and,CC,O,O
1585,the,DT,B-NP,O
1585,secretary-general,NN,I-NP,O
1585,is,VBZ,B-VP,O
1585,anxious,JJ,B-ADJP,O
1585,to,TO,B-VP,O
1585,start,VB,I-VP,O
1585,the,DT,B-NP,O
1585,program,NN,I-NP,O
1585,",",",",O,O
1585,"""","""",O,O
1585,said,VBD,B-VP,O
1585,Undersecretary-General,NNP,B-NP,O
1585,Yasushi,NNP,I-NP,B-PER
1585,Akashi,NNP,I-NP,I-PER
1585,.,.,O,O
1586,"""","""",O,O
1586,It,PRP,B-NP,O
1586,might,MD,B-VP,O
1586,be,VB,I-VP,O
1586,sooner,RBR,B-ADVP,O
1586,than,IN,B-SBAR,O
1586,you,PRP,B-NP,O
1586,think,VBP,B-VP,O
1586,",",",",O,O
1586,"""","""",O,O
1586,he,PRP,B-NP,O
1586,told,VBD,B-VP,O
1586,reporters,NNS,B-NP,O
1586,after,IN,B-PP,O
1586,briefing,NN,B-NP,O
1586,the,DT,B-NP,O
1586,Security,NNP,I-NP,B-ORG
1586,Council,NNP,I-NP,I-ORG
1586,on,IN,B-PP,O
1586,arrangements,NNS,B-NP,O
1586,for,IN,B-PP,O
1586,monitors,NNS,B-NP,O
1586,needed,VBN,B-VP,O
1586,to,TO,I-VP,O
1586,carry,VB,I-VP,O
1586,out,RP,B-PRT,O
1586,the,DT,B-NP,O
1586,agreement,NN,I-NP,O
1586,.,.,O,O
1587,Akashi,NNP,B-NP,B-PER
1587,is,VBZ,B-VP,O
1587,head,NN,B-NP,O
1587,of,IN,B-PP,O
1587,the,DT,B-NP,O
1587,Department,NNP,I-NP,B-ORG
1587,of,IN,B-PP,I-ORG
1587,Humanitarian,JJ,B-NP,I-ORG
1587,affairs,NNS,I-NP,I-ORG
1587,.,.,O,O
1588,His,PRP$,B-NP,O
1588,deputy,NN,I-NP,O
1588,earlier,RB,B-ADVP,O
1588,speculated,VBD,B-VP,O
1588,at,IN,B-NP,O
1588,least,JJS,I-NP,O
1588,10,CD,I-NP,O
1588,days,NNS,I-NP,O
1588,.,.,O,O
1590,Suspected,JJ,B-NP,O
1590,killers,NNS,I-NP,O
1590,of,IN,B-PP,O
1590,bishop,NN,B-NP,O
1590,dead,JJ,B-ADJP,O
1590,--,:,O,O
1590,Algeria,NNP,B-NP,B-ORG
1590,TV,NNP,I-NP,I-ORG
1590,.,.,O,O
1591,PARIS,NNP,B-NP,B-LOC
1591,1996-08-22,CD,I-NP,O
1592,Algerian,JJ,B-NP,B-MISC
1592,security,NN,I-NP,O
1592,forces,NNS,I-NP,O
1592,have,VBP,B-VP,O
1592,shot,VBN,I-VP,O
1592,dead,JJ,B-ADJP,O
1592,three,CD,B-NP,O
1592,Moslem,NNP,I-NP,B-MISC
1592,guerrillas,NNS,I-NP,O
1592,suspected,VBD,B-VP,O
1592,of,IN,B-PP,O
1592,killing,VBG,B-VP,O
1592,a,DT,B-NP,O
1592,leading,VBG,I-NP,O
1592,French,JJ,I-NP,B-MISC
1592,bishop,NN,I-NP,O
1592,in,IN,B-PP,O
1592,western,JJ,B-NP,O
1592,Algeria,NNP,I-NP,B-LOC
1592,",",",",O,O
1592,the,DT,B-NP,O
1592,Algerian,JJ,I-NP,B-MISC
1592,state-run,JJ,I-NP,O
1592,television,NN,I-NP,O
1592,said,VBD,B-VP,O
1592,on,IN,B-PP,O
1592,Thursday,NNP,B-NP,O
1592,.,.,O,O
1593,Security,NN,B-NP,O
1593,forces,NNS,I-NP,O
1593,also,RB,B-ADVP,O
1593,arrested,VBN,B-VP,O
1593,four,CD,B-NP,O
1593,other,JJ,I-NP,O
1593,men,NNS,I-NP,O
1593,sought,VBD,B-VP,O
1593,for,IN,B-PP,O
1593,giving,VBG,B-VP,O
1593,support,NN,B-NP,O
1593,to,TO,B-PP,O
1593,the,DT,B-NP,O
1593,slain,VBN,I-NP,O
1593,Moslem,NNP,I-NP,B-MISC
1593,rebels,NNS,I-NP,O
1593,",",",",O,O
1593,the,DT,B-NP,O
1593,television,NN,I-NP,O
1593,said,VBD,B-VP,O
1593,.,.,O,O
1594,The,DT,B-NP,O
1594,television,NN,I-NP,O
1594,",",",",O,O
1594,which,WDT,B-NP,O
1594,did,VBD,B-VP,O
1594,not,RB,I-VP,O
1594,say,VB,I-VP,O
1594,when,WRB,B-ADVP,O
1594,the,DT,B-NP,O
1594,security,NN,I-NP,O
1594,forces,NNS,I-NP,O
1594,killed,VBD,B-VP,O
1594,the,DT,B-NP,O
1594,rebels,NNS,I-NP,O
1594,",",",",O,O
1594,said,VBD,B-VP,O
1594,the,DT,B-NP,O
1594,four,CD,I-NP,O
1594,arrested,VBN,B-VP,O
1594,men,NNS,B-NP,O
1594,confessed,VBD,B-VP,O
1594,details,NNS,B-NP,O
1594,of,IN,B-PP,O
1594,the,DT,B-NP,O
1594,assassination,NN,I-NP,O
1594,of,IN,B-PP,O
1594,the,DT,B-NP,O
1594,French,NNP,I-NP,B-MISC
1594,Roman,NNP,I-NP,B-MISC
1594,Catholic,NNP,I-NP,I-MISC
1594,Bishop,NNP,I-NP,O
1594,Pierre,NNP,I-NP,B-PER
1594,Claverie,NNP,I-NP,I-PER
1594,.,.,O,O
1595,The,DT,B-NP,O
1595,58-year-old,JJ,I-NP,O
1595,Claverie,NNP,I-NP,B-PER
1595,was,VBD,B-VP,O
1595,killed,VBN,I-VP,O
1595,in,IN,B-PP,O
1595,August,NNP,B-NP,O
1595,1,CD,I-NP,O
1595,in,IN,B-PP,O
1595,a,DT,B-NP,O
1595,bomb,NN,I-NP,O
1595,blast,NN,I-NP,O
1595,at,IN,B-PP,O
1595,his,PRP$,B-NP,O
1595,residence,NN,I-NP,O
1595,in,IN,B-PP,O
1595,the,DT,B-NP,O
1595,western,JJ,I-NP,O
1595,Algerian,JJ,I-NP,B-MISC
1595,city,NN,I-NP,O
1595,of,IN,B-PP,O
1595,Oran,NNP,B-NP,B-LOC
1595,",",",",O,O
1595,hours,NNS,B-NP,O
1595,after,IN,B-SBAR,O
1595,he,PRP,B-NP,O
1595,met,VBD,B-VP,O
1595,visiting,VBG,B-NP,O
1595,French,JJ,I-NP,B-MISC
1595,Foreign,NNP,I-NP,O
1595,Minister,NNP,I-NP,O
1595,Herve,NNP,I-NP,B-PER
1595,de,NNP,I-NP,I-PER
1595,Charette,NNP,I-NP,I-PER
1595,in,IN,B-PP,O
1595,Algiers,NNP,B-NP,B-LOC
1595,.,.,O,O
1596,An,DT,B-NP,O
1596,estimated,VBN,I-NP,O
1596,"50,000",CD,I-NP,O
1596,Algerians,NNPS,I-NP,B-MISC
1596,and,CC,I-NP,O
1596,more,JJR,I-NP,O
1596,than,IN,I-NP,O
1596,110,CD,I-NP,O
1596,foreigners,NNS,I-NP,O
1596,have,VBP,B-VP,O
1596,been,VBN,I-VP,O
1596,killed,VBN,I-VP,O
1596,in,IN,B-PP,O
1596,Algeria,NNP,B-NP,B-LOC
1596,'s,POS,B-NP,O
1596,violence,NN,I-NP,O
1596,pitting,VBG,B-VP,O
1596,Moslem,NNP,B-NP,B-MISC
1596,rebels,NNS,I-NP,O
1596,against,IN,B-PP,O
1596,the,DT,B-NP,O
1596,Algerian,JJ,I-NP,B-MISC
1596,government,NN,I-NP,O
1596,forces,NNS,I-NP,O
1596,since,IN,B-PP,O
1596,early,JJ,B-NP,O
1596,1992,CD,I-NP,O
1596,",",",",O,O
1596,when,WRB,B-ADVP,O
1596,the,DT,B-NP,O
1596,authorities,NNS,I-NP,O
1596,cancelled,VBD,B-VP,O
1596,a,DT,B-NP,O
1596,general,JJ,I-NP,O
1596,election,NN,I-NP,O
1596,in,IN,B-PP,O
1596,which,WDT,B-NP,O
1596,radical,JJ,B-NP,O
1596,Islamists,NNS,I-NP,B-MISC
1596,took,VBD,B-VP,O
1596,a,DT,B-NP,O
1596,commanding,JJ,I-NP,O
1596,lead,NN,I-NP,O
1596,.,.,O,O
1598,German,JJ,B-NP,B-MISC
1598,flown,VBN,I-NP,O
1598,cargo,NN,I-NP,O
1598,January-July,JJ,I-NP,O
1598,rise,NN,I-NP,O
1598,3.8,CD,I-NP,O
1598,percent,NN,I-NP,O
1598,.,.,O,O
1599,FRANKFURT,NNP,B-NP,B-LOC
1599,1996-08-22,CD,I-NP,O
1600,The,DT,B-NP,O
1600,following,VBG,I-NP,O
1600,table,NN,I-NP,O
1600,shows,VBZ,B-VP,O
1600,total,JJ,B-NP,O
1600,flown,VBN,I-NP,O
1600,air,NN,I-NP,O
1600,cargo,NN,I-NP,O
1600,volumes,NNS,I-NP,O
1600,in,IN,B-PP,O
1600,tonnes,NNS,B-NP,O
1600,handled,VBN,B-VP,O
1600,at,IN,B-PP,O
1600,international,JJ,B-NP,O
1600,German,JJ,I-NP,B-MISC
1600,airports,NNS,I-NP,O
1600,January-July,JJ,I-NP,O
1600,1996,CD,I-NP,O
1600,.,.,O,O
1601,The,DT,B-NP,O
1601,figures,NNS,I-NP,O
1601,exclude,VBP,B-VP,O
1601,trucked,NN,B-NP,O
1601,airfreight,JJ,I-NP,O
1601,according,VBG,B-PP,O
1601,to,TO,B-PP,O
1601,the,DT,B-NP,O
1601,German,JJ,I-NP,B-MISC
1601,airports,NNS,I-NP,O
1601,association,NN,I-NP,O
1601,ADV,NNP,B-NP,B-ORG
1601,.,.,O,O
1602,Berlin,NNP,B-NP,B-LOC
1602,(,(,O,O
1602,total,JJ,B-NP,O
1602,),),O,O
1602,"17,844",CD,B-NP,O
1602,up,RB,B-ADVP,O
1602,5.9,CD,B-NP,O
1602,pct,NN,I-NP,O
1603,-,:,O,O
1603,Tegel,NNP,B-NP,B-LOC
1603,"10,896",NNP,I-NP,O
1603,up,RB,B-ADVP,O
1603,3.1,CD,B-NP,O
1604,-,:,O,O
1604,Tempelhof,NN,B-NP,B-LOC
1604,202,CD,B-NP,O
1604,down,RB,B-ADVP,O
1604,60.0,CD,B-NP,O
1605,-,:,O,O
1605,Schoenefeld,NNP,B-NP,B-LOC
1605,"6,746",CD,I-NP,O
1605,up,RB,B-ADVP,O
1605,16.8,CD,B-NP,O
1606,Bremen,NNP,B-NP,B-LOC
1606,"1,453",CD,I-NP,O
1606,up,RB,B-ADVP,O
1606,13.1,CD,B-NP,O
1607,Dresden,NNP,B-NP,B-LOC
1607,792,CD,I-NP,O
1607,up,RB,B-ADVP,O
1607,11.4,CD,B-NP,O
1608,Duessseldorf,NNP,B-NP,B-LOC
1608,"31,347",CD,I-NP,O
1608,down,IN,B-PP,O
1608,4.4,CD,B-NP,O
1609,Frankfurt,NNP,B-NP,B-LOC
1609,"768,269",NNP,I-NP,O
1609,up,RB,B-ADVP,O
1609,1.5,CD,B-NP,O
1610,Hamburg,NNP,B-NP,B-LOC
1610,"21,240",CD,B-NP,O
1610,down,RB,B-ADVP,O
1610,3.5,CD,B-NP,O
1611,Hannover,NNP,B-NP,B-LOC
1611,"6,030",CD,I-NP,O
1611,up,RB,B-ADVP,O
1611,15.3,CD,B-NP,O
1612,Koeln,NNP,B-NP,B-LOC
1612,(,(,O,O
1612,Cologne,NNP,B-NP,B-LOC
1612,),),O,O
1612,"182,887",CD,B-NP,O
1612,up,RB,B-ADVP,O
1612,11.8,CD,B-NP,O
1613,Leipzig,NNP,B-NP,B-LOC
1613,/,SYM,O,O
1613,Halle,NNP,B-NP,B-LOC
1613,"1,806",CD,I-NP,O
1613,up,RB,B-ADVP,O
1613,45.6,CD,B-NP,O
1614,Munich,NNP,B-NP,B-LOC
1614,"44,525",CD,I-NP,O
1614,up,RB,B-ADVP,O
1614,11.8,CD,B-NP,O
1615,Muenster,NN,B-NP,B-LOC
1615,/,SYM,O,O
1615,Osnabrueck,NNP,B-NP,B-LOC
1615,382,CD,B-ADVP,O
1615,up,RP,B-PRT,O
1615,28.2,CD,B-NP,O
1616,Nuremberg,NNP,B-NP,B-LOC
1616,"25,929",CD,I-NP,O
1616,up,RB,B-ADVP,O
1616,17.8,CD,B-NP,O
1617,Saarbruecken,VBN,B-VP,B-LOC
1617,626,CD,B-NP,O
1617,up,RB,B-ADVP,O
1617,28.3,CD,B-NP,O
1618,Stuttgart,VB,B-VP,B-LOC
1618,"10,655",CD,B-NP,O
1618,up,RB,B-ADVP,O
1618,11.7,CD,B-NP,O
1619,TOTAL,NNP,B-NP,O
1619,"1,113,785",CD,I-NP,O
1619,up,RB,B-ADVP,O
1619,3.8,CD,B-NP,O
1620,-,:,O,O
1620,Air,NNP,B-NP,B-ORG
1620,Cargo,NNP,I-NP,I-ORG
1620,Newsroom,NNP,I-NP,I-ORG
1620,Tel+44,NNP,I-NP,O
1620,161,CD,I-NP,O
1620,542,CD,I-NP,O
1620,7706,CD,I-NP,O
1620,Fax+44,NN,I-NP,O
1620,171,CD,I-NP,O
1620,542,CD,I-NP,O
1620,5017,CD,I-NP,O
1622,Paribas,NNP,B-NP,B-ORG
1622,repeats,VBZ,B-VP,O
1622,buy,VB,I-VP,O
1622,on,IN,B-PP,O
1622,Aegon,NNP,B-NP,B-ORG
1622,after,IN,B-SBAR,O
1622,results,NNS,B-NP,O
1622,.,.,O,O
1623,AMSTERDAM,NN,B-NP,B-LOC
1623,1996-08-22,CD,I-NP,O
1624,Summary,NNS,B-NP,O
1624,of,IN,B-PP,O
1624,Aug,NNP,B-NP,O
1624,22,CD,I-NP,O
1624,research,NN,I-NP,O
1624,.,.,O,O
1625,Company-------------Price---Broker----------------,NNP,B-NP,O
1626,Aegon,NNP,B-NP,B-ORG
1626,83.40,CD,I-NP,O
1626,Paribas,NNP,I-NP,B-ORG
1627,COMMENT,NNP,B-NP,O
1627,:,:,O,O
1627,"""","""",O,O
1627,Not,RB,O,O
1627,only,RB,O,O
1627,did,VBD,O,O
1627,Aegon,NNP,B-NP,B-ORG
1627,surprise,NN,I-NP,O
1627,with,IN,B-PP,O
1627,earnings,NNS,B-NP,O
1627,of,IN,B-PP,O
1627,711,CD,B-NP,O
1627,million,CD,I-NP,O
1627,guilders,NNS,I-NP,O
1627,",",",",O,O
1627,which,WDT,B-NP,O
1627,were,VBD,B-VP,O
1627,above,IN,B-PP,O
1627,the,DT,B-NP,O
1627,top,NN,I-NP,O
1627,of,IN,B-PP,O
1627,the,DT,B-NP,O
1627,expected,JJ,I-NP,O
1627,range,NN,I-NP,O
1627,",",",",O,O
1627,it,PRP,B-NP,O
1627,also,RB,B-ADVP,O
1627,forecast,NN,B-NP,O
1627,a,DT,B-NP,O
1627,similar,JJ,I-NP,O
1627,performance,NN,I-NP,O
1627,in,IN,B-PP,O
1627,the,DT,B-NP,O
1627,second,JJ,I-NP,O
1627,half,NN,I-NP,O
1627,.,.,O,O
1627,"""","""",O,O
1628,Reiterates,NNS,B-NP,O
1628,previous,JJ,B-NP,O
1628,"""","""",O,O
1628,buy,VB,B-VP,O
1628,"""","""",O,O
1628,recommendation,NN,B-NP,O
1628,after,IN,B-PP,O
1628,results,NNS,B-NP,O
1628,.,.,O,O
1629,Estimates,NNS,B-NP,O
1629,(,(,O,O
1629,Dfl,NNP,B-NP,B-MISC
1629,),),O,O
1629,:,:,O,O
1629,EPS,NNP,B-NP,O
1629,P,NN,I-NP,O
1629,/,SYM,O,O
1629,E,NNP,B-NP,O
1629,Dividend,NN,I-NP,O
1630,1996,CD,B-NP,O
1630,5.83,CD,I-NP,O
1630,13.8,CD,I-NP,O
1630,2.75,CD,I-NP,O
1631,1997,CD,B-NP,O
1631,6.59,CD,I-NP,O
1631,12.2,CD,I-NP,O
1631,3.10,CD,I-NP,O
1632,--,:,O,O
1632,Amsterdam,NN,B-NP,B-LOC
1632,newsroom,NN,I-NP,O
1632,",",",",O,O
1632,+31,CD,B-NP,O
1632,20,CD,I-NP,O
1632,504,CD,I-NP,O
1632,5000,CD,I-NP,O
1632,(,(,O,O
1632,Fax,NN,B-NP,O
1632,+31,CD,I-NP,O
1632,20,CD,I-NP,O
1632,504,CD,I-NP,O
1632,5040,CD,I-NP,O
1632,),),O,O
1634,Clinton,NNP,B-NP,B-PER
1634,'s,POS,B-NP,O
1634,Ballybunion,NNP,I-NP,B-ORG
1634,fans,NNS,I-NP,O
1634,invited,VBN,B-VP,O
1634,to,TO,B-PP,O
1634,Chicago,NNP,B-NP,B-LOC
1634,.,.,O,O
1635,DUBLIN,NNP,B-NP,B-LOC
1635,1996-08-22,CD,I-NP,O
1636,U.S.,NNP,B-NP,B-LOC
1636,President,NNP,I-NP,O
1636,Bill,NNP,I-NP,B-PER
1636,Clinton,NNP,I-NP,I-PER
1636,had,VBD,B-VP,O
1636,to,TO,I-VP,O
1636,drop,VB,I-VP,O
1636,the,DT,B-NP,O
1636,resort,NN,I-NP,O
1636,of,IN,B-PP,O
1636,Ballybunion,NNP,B-NP,B-ORG
1636,from,IN,B-PP,O
1636,a,DT,B-NP,O
1636,whirlwind,JJ,I-NP,O
1636,Irish,JJ,I-NP,B-MISC
1636,tour,NN,I-NP,O
1636,last,JJ,B-NP,O
1636,year,NN,I-NP,O
1636,.,.,O,O
1637,So,CC,O,O
1637,Ballybunion,NNP,B-NP,B-ORG
1637,is,VBZ,B-VP,O
1637,going,VBG,I-VP,O
1637,to,TO,B-PP,O
1637,America,NNP,B-NP,B-LOC
