sentence_id,text,entity,label,start,end
179,""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned , "" Peres ' office said .",Ramallah,GPE,93,101
179,""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned , "" Peres ' office said .",Peres,PERSON,117,122
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Palestinian,NORP,0,11
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Israeli,NORP,31,38
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Arafat,PERSON,61,67
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Israel,GPE,84,90
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Palestinian,NORP,96,107
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,the West Bank,GPE,122,135
180,Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .,Peres,PERSON,174,179
181,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .",Israeli,NORP,0,7
181,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .",Benjamin Netanyahu,PERSON,23,41
181,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .",Peres,PERSON,72,77
181,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .",May,DATE,99,102
181,"Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .",Likud,ORG,142,147
183,Afghan UAE embassy says Taleban guards going home .,Afghan UAE,ORG,0,10
184,Hilary Gush,Hilary Gush,PERSON,0,11
185,DUBAI 1996-08-22,1996-08-22,DATE,6,16
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Three,CARDINAL,0,5
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Afghan,NORP,6,12
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",the United Arab Emirates,GPE,31,55
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",last week,DATE,56,65
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Russian,NORP,69,76
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Taleban,ORG,107,114
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Afghanistan,GPE,138,149
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",a few days,DATE,153,163
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Afghan,NORP,170,176
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Abu Dhabi,ORG,188,197
186,"Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .",Thursday,DATE,206,214
187,""" Our ambassador is in touch with the UAE foreign ministry .",UAE,ORG,38,41
188,"Their return to Afghanistan will take place in two or three days , "" an embassy official said .",Afghanistan,GPE,16,27
188,"Their return to Afghanistan will take place in two or three days , "" an embassy official said .",two or three days,DATE,47,64
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,three,CARDINAL,4,9
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,Islamic,NORP,10,17
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,seven,CARDINAL,53,58
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,Russian,NORP,59,66
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,UAE,GPE,90,93
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,last Friday,DATE,108,119
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,a year,DATE,154,160
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,Taleban,NORP,181,188
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,Kandahar,GPE,200,208
191,The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .,Afghanistan,GPE,221,232
192,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .",UAE,ORG,4,7
192,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .",Monday,DATE,16,22
192,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .",three,CARDINAL,46,51
192,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .",the International Red Crescent,ORG,55,85
192,"The UAE said on Monday it would hand over the three to the International Red Crescent , possibly last Tuesday .",last Tuesday,DATE,97,109
194,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """,three,CARDINAL,23,28
194,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """,Kandahar,GPE,57,65
194,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """,Afghan,NORP,73,79
194,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """,Kabul,GPE,88,93
194,"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . """,Kandahar,GPE,167,175
195,Kandahar is the headquarters of the opposition Taleban militia .,Kandahar,GPE,0,8
195,Kandahar is the headquarters of the opposition Taleban militia .,Taleban,NORP,47,54
196,"Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .",Kabul,GPE,0,5
196,"Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .",Burhanuddin Rabbani,PERSON,33,52
196,"Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .",Taleban,ORG,75,82
197,"The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .",three,CARDINAL,30,35
197,"The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .",20s,DATE,66,69
197,"The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .",Abu Dhabi,GPE,90,99
199,"The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .",Russians,NORP,4,12
199,"The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .",Aerostan,GPE,31,39
199,"The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .",Russian,NORP,52,59
